d|yellow body, gray barrel with red stripes, "McAlpine" labels
d|yellow body, gray barrel with black stripes, "McAlpine" labels
d|blue body, blue barrel with red stripes, "Hoch and Tief" labels
d|red body, gray barrel with red stripes, "McAlpine" labels

m|1971| 27|A|Camping Cruiser
d|yellow body, orange roof, dots labels

m|1978| 27|B|Boat Transporter
d|all boats have white deck and hull
d|all cabs have white chassis except where stated
d|white cab, red ramp, "Miss Embassy" labels
d|red cab, red ramp, "Miss Embassy" labels
d|white cab, orange ramp, "Benihana" labels
d|red cab, orange ramp, "Benihana" labels
d|orange and white cab, orange ramp, "Benihana" labels
d|orange cab, orange ramp, "Benihana" labels
d|red cab, red ramp, "Matchbox" labels
d|orange cab, red ramp, "Matchbox" labels
d|white cab with red chassis, black ramp, "Miss Solo" labels
d|white cab with red chassis and roof, black ramp, "Miss Solo" labels

m|1983| 27|C|Ford Boat Transporter
d|white cab, black ramp, red and blue stripes with "506" labels

m|1971| 28|A|Drag Pack
d|with K-21-A dragster
d|with lime green or metallic green Mercury
d|with yellow trailer with yellow or orange-yellow platform

m|1978| 28|B|Skip Truck
d|orange cab, orange-yellow containers, "Hales" labels
d|red cab, yellow containers, "Hales" labels
d|blue and red cab, blue containers, "Hoch and Tief" labels

m|1971| 29|A|Miura Seaburst Set
d|with K-24-A Miura
d|with K-25-A Powerboat

m|1978| 29|B|Ford Delivery Van
d|orange and white cab, white chassis, gray container, "U-Haul"
d|orange cab, white chassis, gray container, "U-Haul"
d|red cab, white chassis, red container, "Avis"
d|white cab, white chassis, red container, "Avis"
d|white cab, dark-green chassis, lime container, "Mr. Softy"
d|white cab, white chassis, lime container, "Mr. Softy"
d|turquoise cab, chassis, and container, "75 Express"
d|blue cab, white chassis, white container with blue roof, "Elefanten Jungen Mode"
d|blue cab, white chassis, white container with blue roof, "Jelly Babies"
d|blue cab, white chassis, white container with blue roof, "TAA"

m|1972| 30|A|Mercedes C111
d|gold
d|lime
d|dark-lime
d|blue, "3" label

m|1978| 30|B|Unimog and Compressor
d|beige body, brown compressor
d|gray body, brown compressor

m|1971| 31|A|Bertone Runabout
d|orange, serpent labels

m|1978| 31|B|Peterbilt Refrigerator Truck
d|white cab, blue chassis, white container, "Iglo Langnese"
d|white cab, black chassis, white container, "Iglo Langnese"
d|white cab, blue chassis, white container, "Christian Salvesen"
d|red and white cab and chassis, red container with white roof, "Coca Cola"
d|red cab and chassis, red container with white roof, "Coca Cola"
d|white cab, black chassis, white container, "Glaces Gervais"
d|white cab, blue chassis, white container with blue roof, "Pepsi Cola"
d|white cab, black chassis, white container, "Burger King"
d|white cab, blue chassis, white container, "Trink 10"
d|white cab, red chassis, white container, "Trink 10"
d|white cab, blue chassis, white container, "Acorn Duro-Penta"
d|powder blue cab, blue chassis, powder blue container, "Euro-Express"

m|1972| 32|A|Shovel Nose
d|yellow body, "2" label
d|yellow body, "4" label

m|1978| 32|B|Farm Unimog and Trailer
d|gray body, gray trailer

m|1972| 33|A|Citroen S.M.
d|magenta with tow hook
d|magenta without tow hook

m|1979| 33|B|Cargo Hauler
d|blue cab, white chassis, white trailer, black crane, "US Steel"
d|yellow cab, silver-gray chassis, yellow trailer, beige crane, "K"

m|1972| 34|A|Thunderclap
d|yellow body, "34" labels
d|black body, "1" labels

m|1979| 34|B|Pallet Loader and Forklift
d|white cab, dark-blue chassis, blue tarp, "K" livery
d|white cab, dark-blue chassis, blue tarp, "MW" livery
d|white body, red chassis, white tarp, "WM International" livery
d|with #15 Forklift

m|1972| 35|A|Lightning
d|red body, "Flame Out" labels
d|red body, "35 Team Matchbox" and "Firestone" labels
d|white body, "35 Team Matchbox" and "Firestone" labels
d|white body, "35 Team Matchbox" and "Texaco" labels
d|white body, "35 STP Champion" and "Texaco" labels

m|1979| 35|B|Massey Ferguson Tractor and Trailer
d|red tractor, white canopy, red trailer

m|1972| 36|A|Bandalero
d|blue body, white interior
d|blue body, yellow interior

m|1978| 36|B|Construction Transporter
d|dark-yellow body, black plastic ramp and supports
d|dark-yellow body, yellow plastic ramp and supports
d|with #29 Tractor Shovel and #26 Site Dumper
d|with #48 Sambron and #26 Site Dumper
d|with SuperKing Lime Mercury

m|1973| 37|A|Sand Cat
d|orange body with green spatter, black roof
d|red body, black roof, "3" label
d|red body, gray roof, "3" label

m|1979| 37|B|Leyland Tipper
d|yellow cab and chassis, red tipper, "Laing" labels

m|1973| 38|A|Gus's Gulper
d|pink body, yellow interior and rollbar
d|pink body, orange interior and rollbar
d|dark-pink body, light-yellow interior and rollbar
d|white body, yellow interior and rollbar

m|1980| 38|B|Dodge Ambulance
d|white body, orange painted hood and stripe, "Ambulance" and cross
d|white body, "Notarzt"

m|1973| 39|A|Milligan's Mill
d|light-green body, orange interior, "Firestone" and flames
d|dark-green body, orange interior, "Firestone" and flames
d|dark-green body, yellowk interior, "Firestone" and flames
d|dark-green body, orange interior, "Firestone" and stars and stripes

m|1980| 39|B|Snorkel Fire Engine
d|red body, silver-painted roof and rear, black interior, "County Fire department"

m|1973| 40|A|Blaze Trailer
d|red body, orange interior
d|red body, yellow interior

m|1980| 40|B|Delivery Truck
d|white body, red roof and chassis, blue container roof, "Pepsi Cola"
d|white body, blue roof, chassis and container roof, "Pepsi Cola"
d|white body, blue chassis, white container roof, "Frohliches Durstloschen"

m|1973| 41|A|Fuzz Buggy
d|white body, yellow interior
d|white body, white interior

m|1977| 41|B|Brabham BT 44B
d|red body, "Martini Brabham 7"
d|red body, "Martini Brabham 7", "Goodyear"

m|1981| 41|C|JCB Excavator
d|yellow body and arm, red scoop, "808", "JCB"

m|1973| 42|A|Nissan 270ZX
d|orange body, yellow interior, "9"

m|1979| 42|B|Traxcavator Road Ripper
d|yellow body and shovel, red ripper, black roof
d|yellow body, shovel and ripper, black roof
d|yellow body, red shovel, ripper and roof

m|1973| 43|A|Cambuster
d|yellow body

m|1981| 43|B|Log Transporter
d|yellow body, red chassis, orange boom, three brown logs
d|yellow body, red chassis and boom, three gray logs

m|1973| 44|A|Bazooka
d|red body, "Bazooka"
d|red body, "Firestone"

m|1977| 44|B|Surtees Formula 1
d|white body, red airfoil, "Chesterfield 18"

m|1981| 44|C|Bridge Layer
d|beige cab, brown chassis, beige trailer, red bridge
d|beige cab, brown chassis, beige trailer, orange bridge
d|beige cab, brown chassis, beige trailer, yellow bridge

m|1973| 45|A|Marauder
d|burgundy body, orange interior and airfoil, "7"
d|burgundy body, yellow interior and airfoil, "7"
d|burgundy body, yellow interior, orange airfoil, "7"
d|burgundy body, orange interior, yellow airfoil, "7"
d|red body, yellow interior and airfoil, "Cibie"

m|1973| 46|A|Racing Car Pack
d|yellow Mercury, red roof rack, yellow Thunderclap, yellow trailer with blue platform
d|yellow Mercury, red roof rack, black Thunderclap, yellow trailer with blue platform
d|yellow Mercury, red roof rack, white Lightning, yellow trailer with blue platform
d|yellow Mercury, red roof rack, red Lightning, yellow trailer with blue platform
d|yellow Mercury, red roof rack, white Lightning, yellow trailer with black platform
d|yellow Mercury, maroon roof rack, white Lightning, yellow trailer with blue platform
d|lime Mercury, red roof rack, yellow Thunderclap, yellow trailer with blue platform

m|1973| 47|A|Easy Rider
d|blue body and seat, flames deco

m|1973| 48|A|Mercedes 350SLC
d|bronze body, yellow interior
d|silver-gray body with black roof, yellow interior

m|1973| 49|A|Ambulance
d|white body, red roof and interior, "Ambulance"
d|white body and interior, red roof, "Ambulance"
d|red body, cream roof, white interior "Maltese"

m|1973| 50|A|Street Rod
d|lime body, light-green fenders, "Hot T"
d|lime body, dark-green fenders, "Hot T"
d|dark-green body and fenders, "Hot T"
d|orange body, gold-plated fenders

m|1973| 51|A|Barracuda
d|blue body, yellow interior, orange airfoil, "5"
d|blue body, yellow interior and airfoil, "5"
d|blue body, orange interior, yellow airfoil, "5"
d|blue body, yellow interior, lemon airfoil, "5"
d|dark-blue body, yellow interior and airfoil, "5"
d|white body and interior, yellow airfoil, "14"
d|white body, yellow interior and airfoil, "14"
d|white body and airfoil, yellow interior, "14"

m|1974| 52|A|Datsun 260Z
d|yellow body, red hood, "52"
d|silver-gray body, red hood, "52"
d|silver-gray body, black hood, "52"
d|green body, white hood, "Cibie"

m|1976| 53|A|Hot Fire Engine
d|red body and chassis, black riders
d|red body and chassis, blue riders

m|1976| 54|A|AMX Javelin
d|burgundy body, "7"
d|red body, "24"
d|black body

m|1976| 55|A|Corvette Caper Cart
d|dark-blue body, yellow interior, "55"
d|dark-blue body, orange-yellow interior, "55"
d|bronze body, black roof, yellow interior
d|bronze body, black roof, orange-yellow interior
d|light-blue body, white interior

m|1976| 56|A|Maserati Bora
d|silver-gray body, yellow interior
d|silver-gray body, orange interior
d|gold body, orange interior
