formatter|man|tomica|Tomica Lineup
page|b:bgc,#FFFFFF|b:c,#000000|l:c,#0000CC|v:c,#CC0000
style|.table|bgc,#FFFFFF
data|m|id,subid,first_year,scale,rawname,desc
data|H|year,label,title

H|1970|m|Tomica Models


m| 50|  9|2011|  1:55|Lotus Exige S
m| 50| 10|2014|  1:62|Ford Focus RS500

m| 51|  1|1972|  1:50|Mitsubishi Colt F2000
m| 51|  2|1979|  1:90|Yutani Ty45 Power Shovel
m| 51|  3|1988|  1:60|Nissan Bulebird
m| 51|  4|1993|  1:78|Nissan Paramedic Ambulance
m| 51|  5|2006|  1:63|Toyota Crown Taxi
m| 51|  6|2007|  1:63|Toyota Crown Comfort Taxi

m| 52|  1|1973| 1:102|Hino Tipper Truck
m| 52|  2|1989| 1:102|Hino Tipper Truck
m| 52|  3|2006|  1:59|Subaru Impreza Unmarked Police Car
m| 52|  4|2010|  1:49|EG300 Series Yanmar Tractors Eco Tigers

m| 53|  1|1973| 1:102|Hino Concrete Truck
m| 53|  2|1989| 1:100|Nissan Diesel Concrete Truck
m| 53|  3|2007|      |Nissan Diesel Quon Mixer Car

m| 54|  1|1973| 1:102|Hino Tank Lorry
m| 54|  2|1980|  1:68|Nissan Caball Truck
m| 54|  3|1982|  1:57|Honda City
m| 54|  4|1983|  1:57|Honda City Turbo
m| 54|  5|1984|  1:57|Honda City Turbo Ii
m| 54|  6|1988|  1:59|Honda Prelude
m| 54|  7|1995|  1:64|Range Rover
m| 54|  8|2001|  1:59|Subaru Impreza WRX
m| 54|  9|2007|  1:64|Honda Civic Type R
m| 54| 10|2011|  1:68|Honda Civic Type R EURO
m| 54| 11|2014|  1:64|Toyota Townace Hamburger

m| 55|  1|1972|  1:54|Honda Vamos
m| 55|  2|1977|  1:64|Mazda Cosmo Ap Limited
m| 55|  3|1980|  1:65|Toyota Crown 2800 Royal Saloon
m| 55|  4|1984|  1:65|Toyota Crown 4Dr Sedan
m| 55|  5|1988|  1:63|Toyota Crown 4Dr Sedan
m| 55|  6|1992|  1:64|Toyota Crown Majesta
m| 55|  7|2001|  1:58|Nissan Fairlady Z
m| 55|  8|2009|  1:57|Nissan Fairlady Z
