formatter|pic/lesney|mline|Matchbox Lineup
page|b:bgc,#FFFFFF|b:c,#000000|l:c,#0000CC|v:c,#CC0000
dir|CAT|pic/man
dir|RW|pic/man
dir|SF|pic/man
dir|K|pic/king
dir|M|pic/king
dir|Y|pic/mcoll
RW|1966|1969|48|3|Dodge Dumper Truck
SF|1970|1971|48|1|Dodge Dump Truck
SF|1972|1976|48|2|Pi-Eyed Piper
SF|1977|1980|48|3|Sambron Jacklift|MB048
SF|1981|1981|48|4|Red Rider
RW|1958|1966|49|1|M3 Personnel Carrier
RW|1967|1969|49|2|Mercedes Unimog
SF|1970|1972|49|1|Unimog
SF|1973|1975|49|2|Chop Suey
SF|1976|1981|49|3|Crane Truck|MB049
RW|1958|1963|50|1|Commer Pickup
RW|1964|1968|50|2|John Deere Tractor
RW|1969|1969|50|3|Ford Kennel Truck
SF|1970|1972|50|1|Kennel Truck
SF|1973|1979|50|2|Articulated truck
SF|1980|1981|50|3|Harley Davidson Motorcycle|MB050
RW|1958|1963|51|1|Albion Chieftain
RW|1964|1968|51|2|John Deere Trailer
RW|1969|1969|51|3|8-Wheel Tipper
SF|1970|1971|51|1|Eight Wheel Tipper
SF|1972|1977|51|2|Citroen S.M.
SF|1978|1980|51|3|Combine Harvester
SF|1981|1981|51|4|Midnight Magic
RW|1958|1964|52|1|Maserati 4CLT Racer
RW|1965|1969|52|2|BRM Racing Car
SF|1970|1975|52|1|Dodge Charger
SF|1976|1980|52|2|Police Launch
SF|1981|1981|52|3|BMW M1|MB052
RW|1958|1962|53|1|Aston Martin
RW|1963|1967|53|2|Mercedes Benz 220 SE
RW|1968|1969|53|3|Ford Zodiac MKIV
SF|1970|1971|53|1|Ford Zodiac
SF|1972|1976|53|2|Tanzara
SF|1977|1981|53|3|Jeep CJ6
RW|1958|1964|54|1|Saracen Personnel Carrier
RW|1965|1969|54|2|S&S Cadillac Ambulance
SF|1970|1970|54|1|S&S Cadillac Ambulance
SF|1971|1975|54|2|Ford Capri
SF|1976|1979|54|3|Personnel Carrier
SF|1980|1981|54|4|Mobile Home|MB054
RW|1958|1962|55|1|D.U.K.W.
RW|1963|1965|55|2|Ford Fairlane Police Car
RW|1966|1967|55|3|Ford Galaxie Police Car
RW|1968|1969|55|4|Mercury Police Car
SF|1970|1970|55|1|Mercury Police Car
SF|1971|1974|55|2|Mercury Police Commuter
SF|1975|1978|55|3|Hellraiser
SF|1979|1981|55|4|Ford Cortina
RW|1958|1964|56|1|London Trolley Bus
RW|1965|1969|56|2|Fiat 1500
SF|1969|1973|56|1|BMC Pininfarina
SF|1974|1978|56|2|Hi-Tailer
SF|1979|1981|56|3|Mercedes 450SEL|MB056
RW|1958|1960|57|1|Wolseley 1500
RW|1961|1965|57|2|Chevrelet Impala
RW|1966|1969|57|3|Land Rover Fire Truck
SF|1970|1970|57|1|Land Rover Fire Engine
SF|1971|1972|57|2|Eccles Caravan
SF|1973|1981|57|3|Wildlife Truck
RW|1958|1961|58|1|BAE Coach
RW|1962|1967|58|2|Drott Excavator
RW|1968|1969|58|3|DAF Girder Truck
SF|1970|1971|58|1|DAF Girder Truck
SF|1972|1975|58|2|Woosh-n-Push
SF|1976|1981|58|3|Faun Dump Truck|MB058
RW|1958|1962|59|1|Ford Thames Van
RW|1963|1965|59|2|Ford Fairlaine Fire Chief Car
RW|1966|1969|59|3|Ford Galaxie Fire Chief Car
SF|1970|1970|59|1|Ford Galaxie Fire Chief Car
SF|1971|1974|59|2|Mercury Fire Chief Car
SF|1975|1979|59|3|Planet Scout
SF|1980|1981|59|4|Porsche 928
RW|1958|1965|60|1|Morris J2 Pickup
RW|1966|1969|60|2|Site Hut Truck
SF|1970|1970|60|1|Site Hut Truck
SF|1971|1976|60|2|Lotus Super Seven
SF|1977|1981|60|3|Holden Pickup
RW|1959|1965|61|1|Ferret Scout Car
RW|1966|1970|61|2|Alvis Stalwart
SF|1971|1977|61|1|Blue Shark
